sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,proveedor_contacto,proveedor_telefono,id_articulo_original,calcula_id_original,numero_control_excel,precio_compra_con_iva,iva_compra,porcentaje_a_ganar,utilidad_excel,es_compra_interna,openpay_comision,openpay_iva,comision_tienda_nube,total_comisiones,descuento_pago_transferencia_pct,iva_venta_desglosar,precio_venta_sin_iva,ganancia_real_excel
OL-LIC-DUL-0081,LICOR CREMA DE GUAYABA DE 250 ML.,119,63,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0081,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0081,75,12,45,33.75,,4.68,0.75,4.88,10.31,4.33,16.42,103,40
OL-LIC-DUL-0082,LICOR CREMA DE GUAYABA DE 50 ML.,36,17,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0082,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0082,20,3.2,45,9,,3.08,0.49,3.25,6.82,9.52,4.94,31,14
OL-LIC-DUL-0083,LICOR CREMA DE TEJOCOTE DE 750 ML.,210,113,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0083,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0083,135,21.6,45,60.75,,6.42,1.03,6.66,14.11,3.36,28.95,181,68
OL-LIC-DUL-0084,LICOR CREMA DE TEJOCOTE DE 500 ML.,180,97,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0084,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0084,115,18.4,45,51.75,,5.84,0.93,6.07,12.84,3.57,24.77,155,58
OL-LIC-DUL-0085,LICOR CREMA DE TEJOCOTE DE 250 ML.,119,63,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0085,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0085,75,12,45,33.75,,4.68,0.75,4.88,10.31,4.33,16.42,103,40
OL-LIC-DUL-0086,LICOR CREMA DE TEJOCOTE DE 50 ML.,36,17,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0086,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0086,20,3.2,45,9,,3.08,0.49,3.25,6.82,9.52,4.94,31,14
OL-LIC-DUL-0087,LICOR CREMA DE CIRUELA DE 750 ML,210,113,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0087,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0087,135,21.6,45,60.75,,6.42,1.03,6.66,14.11,3.36,28.95,181,68
OL-LIC-DUL-0088,LICOR CREMA DE CIRUELA DE 500 ML.,180,97,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0088,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0088,115,18.4,45,51.75,,5.84,0.93,6.07,12.84,3.57,24.77,155,58
OL-LIC-DUL-0089,LICOR CREMA DE CIRUELA DE 250 ML.,119,63,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0089,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0089,75,12,45,33.75,,4.68,0.75,4.88,10.31,4.33,16.42,103,40
OL-LIC-DUL-0090,LICOR CREMA DE CIRUELA DE 50 ML.,36,17,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0090,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0090,20,3.2,45,9,,3.08,0.49,3.25,6.82,9.52,4.94,31,14
OL-LIC-DUL-0091,LICOR CREMA DE ZARZAMORA DE 750 ML,255,139,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0091,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0091,165,26.4,45,74.25,,7.29,1.17,7.55,16,3.14,35.21,220,81
OL-LIC-DUL-0092,LICOR CREMA DE ZARZAMORA DE 500 ML,210,113,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0092,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0092,135,21.6,45,60.75,,6.42,1.03,6.66,14.11,3.36,28.95,181,68
OL-LIC-DUL-0093,LICOR CREMA DE ZARZAMORA DE 250 ML,142,76,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0093,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0093,90,14.4,45,40.5,,5.11,0.82,5.33,11.26,3.97,19.55,122,47
OL-LIC-DUL-0094,LICOR CREMA DE ZARZAMORA DE 50 ML,43,21,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0094,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0094,25,4,45,11.25,,3.23,0.52,3.4,7.14,8.23,5.98,37,16
OL-LIC-DUL-0095,LICOR DE CAFÉ DE 750 ML,210,113,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0095,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0095,135,21.6,45,60.75,,6.42,1.03,6.66,14.11,3.36,28.95,181,68
OL-LIC-DUL-0096,LICOR DE CAFÉ DE 500 ML,180,97,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0096,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0096,115,18.4,45,51.75,,5.84,0.93,6.07,12.84,3.57,24.77,155,58
OL-LIC-DUL-0097,LICOR DE CAFÉ DE 250 ML,119,63,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0097,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0097,75,12,45,33.75,,4.68,0.75,4.88,10.31,4.33,16.42,103,40
OL-LIC-DUL-0098,LICOR DE CAFÉ DE 50 ML,36,17,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0098,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0098,20,3.2,45,9,,3.08,0.49,3.25,6.82,9.52,4.94,31,14
SINCODIGO-0112,Mezcal de Membrillo de 750 ml,429,235,,,,,,,,,,,,280,44.8,45,126,,10.62,1.7,10.97,23.29,2.71,59.21,370,135
SINCODIGO-0113,Mezcal de Manzana de 750 ml,429,235,,,,,,,,,,,,280,44.8,45,126,,10.62,1.7,10.97,23.29,2.71,59.21,370,135
OL-LIC-DUL-0099,LICOR DE NUEZ DE 750 ML,6,,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0099,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0099,,0,0,,,2.5,0.4,2.66,5.56,50,0.77,5,5
OL-LIC-DUL-0100,LICOR DE NUEZ DE 500 ML,6,,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0100,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0100,,0,0,,,2.5,0.4,2.66,5.56,50,0.77,5,5
OL-LIC-DUL-0101,LICOR DE NUEZ DE 250 ML,6,,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0101,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0101,,0,0,,,2.5,0.4,2.66,5.56,50,0.77,5,5
OL-LIC-DUL-0102,LICOR DE NUEZ DE 50 ML,6,,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0102,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0102,,0,0,,,2.5,0.4,2.66,5.56,50,0.77,5,5
OL-CRE-DUL-0103,CREMA DE COCO DE 500 ML,6,,DULCES TIPICOS Y ALIMENTOS,OL-CRE-DUL-0103,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0103,,0,0,,,2.5,0.4,2.66,5.56,50,0.77,5,5
OL-CRE-DUL-0104,CREMA DE PISTACHE DE 500 ML,308,168,DULCES TIPICOS Y ALIMENTOS,OL-CRE-DUL-0104,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0104,200,32,45,90,,8.3,1.33,8.59,18.22,2.96,42.51,266,98
OL-CRE-DUL-0105,CREMA DE CAFÉ DE 500 ML,308,168,DULCES TIPICOS Y ALIMENTOS,OL-CRE-DUL-0105,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0105,200,32,45,90,,8.3,1.33,8.59,18.22,2.96,42.51,266,98
OL-CRE-DUL-0106,CREMA DE PIÑON DE 500 ML,308,168,DULCES TIPICOS Y ALIMENTOS,OL-CRE-DUL-0106,El Huerto,UCAREO,,,Yadira Mendoza Soto,4434101030,,OL,0106,200,32,45,90,,8.3,1.33,8.59,18.22,2.96,42.51,266,98
SINCODIGO-0122,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,
CABOA1,ACEITERA BOLA (18x11.5),739,448.28,ARTESANIAS,CABOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,421 107 2674,ACEITERA B,,0107,520,71.72,35,182,,17.58,2.81,17.05,37.44,2.53,101.99,637,189
CAGAA1,ALCANCIA GATO (28x9x17),1389,844.83,ARTESANIAS,CAGAA1,SERVIN,TARANDACUAU GTO,,,VERONICA,422 107 2674,ALCANCIA,,0108,980,135.17,35,343,,30.92,4.95,29.78,65.64,2.36,191.54,1197,352
CAPUA1,ALCANCIA PUERQUITO (16.5x16),1255,762.93,ARTESANIAS,CAPUA1,SERVIN,TARANDACUAU GTO,,,VERONICA,423 107 2674,ALCANCIA,,0109,885,122.07,35,309.75,,28.17,4.51,27.15,59.82,2.38,173.04,1082,319
CAVAA1,ALCANCIA VACA (10x6x17.5),986,599.14,ARTESANIAS,CAVAA1,SERVIN,TARANDACUAU GTO,,,VERONICA,424 107 2674,ALCANCIA,,0110,695,95.86,35,243.25,,22.66,3.62,21.89,48.17,2.44,136.06,850,251
CACCA1,AROMATIZADOR CALADO CHICO (10x7.5),584,353.45,ARTESANIAS,CACCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,425 107 2674,AROMATIZA,,0111,410,56.55,35,143.5,,14.39,2.3,14,30.7,2.63,80.58,504,150
CACGA1,AROMATIZADOR CALADO GRANDE (14x11),824,500,ARTESANIAS,CACGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,426 107 2674,AROMATIZA,,0112,580,80,35,203,,19.32,3.09,18.71,41.12,2.49,113.67,710,210
CACMA1,AROMATIZADOR CALADO MEDIANO (11.5x9),739,448.28,ARTESANIAS,CACMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,427 107 2674,AROMATIZA,,0113,520,71.72,35,182,,17.58,2.81,17.05,37.44,2.53,101.99,637,189
CACOA1,AROMATIZADOR COLMENA (11.5x8.5),598,362.07,ARTESANIAS,CACOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,428 107 2674,AROMATIZA,,0114,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
CAAMA1,AZUCARERA AMERICANO (11.5x9),542,327.59,ARTESANIAS,CAAMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,429 107 2674,AZUCARERA,,0115,380,52.41,35,133,,13.52,2.16,13.17,28.86,2.66,74.74,467,140
CAASA1,AZUCARERA CON ASA (13.5x8.5),542,327.59,ARTESANIAS,CAASA1,SERVIN,TARANDACUAU GTO,,,VERONICA,430 107 2674,AZUCARERA,,0116,380,52.41,35,133,,13.52,2.16,13.17,28.86,2.66,74.74,467,140
CAEXA1,AZUCARERA EXPRESS (11x8.5),507,306.03,ARTESANIAS,CAEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,431 107 2674,AZUCARERA,,0117,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CAZUA1,AZULEJO (0.5x5x5),182,107.76,ARTESANIAS,CAZUA1,SERVIN,TARANDACUAU GTO,,,VERONICA,432 107 2674,AZULEJO (,,0118,125,17.24,35,43.75,,6.13,0.98,6.12,13.22,3.63,25.1,157,49
CBGAA1,BASE DE GARRAFON (27x24.5),6603,4030.17,ARTESANIAS,CBGAA1,SERVIN,TARANDACUAU GTO,,,VERONICA,433 107 2674,BASE DE G,,0119,4675,644.83,35,1636.25,,138.08,22.09,132.03,292.2,2.21,910.82,5693,1662
CBOMA1,BOMBONERA (11.5x14),986,599.14,ARTESANIAS,CBOMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,434 107 2674,BOMBONERA,,0120,695,95.86,35,243.25,,22.66,3.62,21.89,48.17,2.44,136.06,850,251
CBOVA1,BOTANERO OVAL (6x13x14),598,362.07,ARTESANIAS,CBOVA1,SERVIN,TARANDACUAU GTO,,,VERONICA,435 107 2674,BOTANERO,,0121,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
CBRCA1,BOTANERO RECTANGULAR CHICO (3x10x13.5),507,306.03,ARTESANIAS,CBRCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,436 107 2674,BOTANERO,,0122,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CBTRA1,BOTANERO TRIANGULAR (5x13),507,306.03,ARTESANIAS,CBTRA1,SERVIN,TARANDACUAU GTO,,,VERONICA,437 107 2674,BOTANERO,,0123,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CBPSA1,BOTELLA PARA SAKE (14x8.5),775,469.83,ARTESANIAS,CBPSA1,SERVIN,TARANDACUAU GTO,,,VERONICA,438 107 2674,BOTELLA P,,0124,545,75.17,35,190.75,,18.31,2.93,17.74,38.97,2.52,106.86,668,198
CBRCB1,BOWL REDONDO CHICO (9x17),1311,797.41,ARTESANIAS,CBRCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,439 107 2674,BOWL REDO,,0125,925,127.59,35,323.75,,29.33,4.69,28.26,62.27,2.37,180.83,1130,333
CBRGA1,BOWL REDONDO GRANDE (12x23.5),2744,1672.41,ARTESANIAS,CBRGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,440 107 2674,BOWL REDO,,0126,1940,267.59,35,679,,58.76,9.4,56.34,124.5,2.27,378.41,2365,693
CBRMA1,BOWL REDONDO MEDIANO (10x20.5),1996,1215.52,ARTESANIAS,CBRMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,441 107 2674,BOWL REDO,,0127,1410,194.48,35,493.5,,43.39,6.94,41.68,92.01,2.31,275.24,1720,505
CBRMB1,BOWL REDONDO MINI (7.5x14.5),1064,646.55,ARTESANIAS,CBRMB1,SERVIN,TARANDACUAU GTO,,,VERONICA,442 107 2674,BOWL REDO,,0128,750,103.45,35,262.5,,24.25,3.88,23.41,51.54,2.42,146.76,917,271
CCCUA1,CABALLITO CUADRADO (8.5x3.5),238,142.24,ARTESANIAS,CCCUA1,SERVIN,TARANDACUAU GTO,,,VERONICA,443 107 2674,CABALLITO,,0129,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
CCALC1,CALAVERITA CHICA (8X6.5X8),394,237.07,ARTESANIAS,CCALC1,SERVIN,TARANDACUAU GTO,,,VERONICA,444 107 2674,CALAVERIT,,0130,275,37.93,35,96.25,,10.48,1.68,10.27,22.42,2.85,54.3,339,102
CCALM1,CALAVERITA MEDIANA (12.5X9.5X9),648,392.24,ARTESANIAS,CCALM1,SERVIN,TARANDACUAU GTO,,,VERONICA,445 107 2674,CALAVERIT,,0131,455,62.76,35,159.25,,15.7,2.51,15.25,33.46,2.58,89.34,558,166
CCCPA1,CALIZ CON PATENA (11.5x17),1833,1116.38,ARTESANIAS,CCCPA1,SERVIN,TARANDACUAU GTO,,,VERONICA,446 107 2674,CALIZ CON,,0132,1295,178.62,35,453.25,,40.06,6.41,38.49,84.96,2.32,252.86,1580,464
CCAMA1,CAMPANA # 1 (7x4),260,155.17,ARTESANIAS,CCAMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,447 107 2674,CAMPANA #,,0133,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
CCAMB1,CAMPANA # 2 (10.5x6),309,185.34,ARTESANIAS,CCAMB1,SERVIN,TARANDACUAU GTO,,,VERONICA,448 107 2674,CAMPANA #,,0134,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
CCACA1,CANDELERO ASA CHICO (5x10),330,198.28,ARTESANIAS,CCACA1,SERVIN,TARANDACUAU GTO,,,VERONICA,449 107 2674,CANDELERO,,0135,230,31.72,35,80.5,,9.17,1.47,9.02,19.66,2.98,45.54,285,86
CCAGA1,CANDELERO ASA GRANDE (5.5x12),365,219.83,ARTESANIAS,CCAGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,450 107 2674,CANDELERO,,0136,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
CCTCA1,CANDELERO TORRE CHICO (9x6),330,198.28,ARTESANIAS,CCTCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,451 107 2674,CANDELERO,,0137,230,31.72,35,80.5,,9.17,1.47,9.02,19.66,2.98,45.54,285,86
CCTGA1,CANDELERO TORRE GRANDE (10.5x8),365,219.83,ARTESANIAS,CCTGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,452 107 2674,CANDELERO,,0138,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
CCENA1,CENICERO # 1 (2.5x6),217,129.31,ARTESANIAS,CCENA1,SERVIN,TARANDACUAU GTO,,,VERONICA,453 107 2674,CENICERO,,0139,150,20.69,35,52.5,,6.85,1.1,6.81,14.75,3.4,29.97,187,58
CCENB1,CENICERO # 2 (2.5x7),238,142.24,ARTESANIAS,CCENB1,SERVIN,TARANDACUAU GTO,,,VERONICA,454 107 2674,CENICERO,,0140,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
CCENC1,CENICERO # 3 (2.5x8.5),260,155.17,ARTESANIAS,CCENC1,SERVIN,TARANDACUAU GTO,,,VERONICA,455 107 2674,CENICERO,,0141,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
CCEND1,CENICERO # 4 (2.5x10),274,163.79,ARTESANIAS,CCEND1,SERVIN,TARANDACUAU GTO,,,VERONICA,456 107 2674,CENICERO,,0142,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
CCENE1,CENICERO # 5 (2.5x12),309,185.34,ARTESANIAS,CCENE1,SERVIN,TARANDACUAU GTO,,,VERONICA,457 107 2674,CENICERO,,0143,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
CCEDA1,CHAROLA RECTANGULAR EX-GDE. DECORADA (2.5x16.5x30),1579,961.21,ARTESANIAS,CCEDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,423 107 2674,CHAROLA R,,0144,1115,153.79,35,390.25,,34.84,5.57,33.51,73.92,2.34,217.82,1361,400
CCEEA1,CHAROLA RECTANGULAR EX-GDE. ESMALTADA (2.5x16.5x30),542,327.59,ARTESANIAS,CCEEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,424 107 2674,CHAROLA R,,0145,380,52.41,35,133,,13.52,2.16,13.17,28.86,2.66,74.74,467,140
CCMDA1,CHAROLA RECTANGULAR MEDIANA DECORADA (1.5x10.5x18.5),761,461.21,ARTESANIAS,CCMDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,425 107 2674,CHAROLA R,,0146,535,73.79,35,187.25,,18.02,2.88,17.46,38.36,2.52,104.91,656,194
CCMEA1,CHAROLA RECTANGULAR MEDIANA ESMALTADA (1.5x10.5x18.5),436,262.93,ARTESANIAS,CCMEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,426 107 2674,CHAROLA R,,0147,305,42.07,35,106.75,,11.35,1.82,11.1,24.26,2.78,60.14,376,113
CCCDA1,CHAROLA RECTANGULAR CHICA DECORADA (1.5x8x17.5),584,353.45,ARTESANIAS,CCCDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,427 107 2674,CHAROLA R,,0148,410,56.55,35,143.5,,14.39,2.3,14,30.7,2.63,80.58,504,150
CCCEA1,CHAROLA RECTANGULAR CHICA ESMALTADA (1.5x8x17.5),365,219.83,ARTESANIAS,CCCEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,428 107 2674,CHAROLA R,,0149,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
CCGDA1,CHAROLA RECTANGULAR GRANDE DECORADA (2.5x16x25.5),1092,663.79,ARTESANIAS,CCGDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,429 107 2674,CHAROLA R,,0150,770,106.21,35,269.5,,24.83,3.97,23.97,52.77,2.42,150.66,942,278
CCGEA1,CHAROLA RECTANGULAR GRANDE ESMALTADA (2.5x16x25.5),471,284.48,ARTESANIAS,CCGEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,430 107 2674,CHAROLA R,,0151,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
CCPVA1,COPA PARA VELA (3x5),217,129.31,ARTESANIAS,CCPVA1,SERVIN,TARANDACUAU GTO,,,VERONICA,431 107 2674,COPA PARA,,0152,150,20.69,35,52.5,,6.85,1.1,6.81,14.75,3.4,29.97,187,58
CCPCA1,COPA PORRON CHICA (4x4),217,129.31,ARTESANIAS,CCPCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,432 107 2674,COPA PORR,,0153,150,20.69,35,52.5,,6.85,1.1,6.81,14.75,3.4,29.97,187,58
CCPGA1,COPA PORRON GRANDE (5.5x5),238,142.24,ARTESANIAS,CCPGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,433 107 2674,COPA PORR,,0154,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
CCTCB1,COPA TEQUILERA CHICA (5.5x4),217,129.31,ARTESANIAS,CCTCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,434 107 2674,COPA TEQU,,0155,150,20.69,35,52.5,,6.85,1.1,6.81,14.75,3.4,29.97,187,58
CCTGB1,COPA TEQUILERA GRANDE (7.5x4.5),238,142.24,ARTESANIAS,CCTGB1,SERVIN,TARANDACUAU GTO,,,VERONICA,435 107 2674,COPA TEQU,,0156,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
CCOPA1,COPON (16x13),1904,1159.48,ARTESANIAS,CCOPA1,SERVIN,TARANDACUAU GTO,,,VERONICA,436 107 2674,COPON (16,,0157,1345,185.52,35,470.75,,41.51,6.64,39.88,88.02,2.31,262.59,1641,482
CCAME1,CREMERA AMERICANO (8.5x8.5),422,254.31,ARTESANIAS,CCAME1,SERVIN,TARANDACUAU GTO,,,VERONICA,437 107 2674,CREMERA A,,0158,295,40.69,35,103.25,,11.06,1.77,10.82,23.65,2.8,58.19,364,109
CCEXA1,CREMERA EXPRESS (6.5x6),309,185.34,ARTESANIAS,CCEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,438 107 2674,CREMERA E,,0159,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
CCRUA1,CRUZ # 1 (9x6),260,155.17,ARTESANIAS,CCRUA1,SERVIN,TARANDACUAU GTO,,,VERONICA,439 107 2674,CRUZ # 1,,0160,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
CCRUB1,CRUZ # 2 (15.5x11.5),394,237.07,ARTESANIAS,CCRUB1,SERVIN,TARANDACUAU GTO,,,VERONICA,440 107 2674,CRUZ # 2,,0161,275,37.93,35,96.25,,10.48,1.68,10.27,22.42,2.85,54.3,339,102
CCRUC1,CRUZ # 3 (23.5x13.5),775,469.83,ARTESANIAS,CCRUC1,SERVIN,TARANDACUAU GTO,,,VERONICA,441 107 2674,CRUZ # 3,,0162,545,75.17,35,190.75,,18.31,2.93,17.74,38.97,2.52,106.86,668,198
CCUCA1,CUCHARA (3x4x15.5),274,163.79,ARTESANIAS,CCUCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,442 107 2674,CUCHARA (,,0163,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
CDEDA1,DEDAL (2.5x2),76,43.1,ARTESANIAS,CDEDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,443 107 2674,DEDAL (2.,,0164,50,6.9,35,17.5,,3.95,0.63,4.04,8.62,5.66,10.5,66,23
CDJAL1,DESPACHADOR DE JABON LIQUIDO (8X18),916,556.03,ARTESANIAS,CDJAL1,SERVIN,TARANDACUAU GTO,,,VERONICA,444 107 2674,DESPACHAD,,0165,645,88.97,35,225.75,,21.21,3.39,20.51,45.1,2.46,126.32,790,233
CELEA1,ELEFANTE (11.5x6x12),528,318.97,ARTESANIAS,CELEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,445 107 2674,ELEFANTE,,0166,370,51.03,35,129.5,,13.23,2.12,12.9,28.24,2.68,72.79,455,136
CENSA1,ENSALADERA (9x32),8699,5310.34,ARTESANIAS,CENSA1,SERVIN,TARANDACUAU GTO,,,VERONICA,446 107 2674,ENSALADER,,0167,6160,849.66,35,2156,,181.14,28.98,173.12,383.24,2.2,1199.9,7499,2189
CESFA1,ESFERA # 1 (5),260,155.17,ARTESANIAS,CESFA1,SERVIN,TARANDACUAU GTO,,,VERONICA,447 107 2674,ESFERA #,,0168,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
CESFB1,ESFERA # 2 (6),274,163.79,ARTESANIAS,CESFB1,SERVIN,TARANDACUAU GTO,,,VERONICA,448 107 2674,ESFERA #,,0169,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
CESFC1,ESFERA # 3 (6.,309,185.34,ARTESANIAS,CESFC1,SERVIN,TARANDACUAU GTO,,,VERONICA,449 107 2674,ESFERA #,,0170,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
CESFD1,ESFERA # 4 (8),365,219.83,ARTESANIAS,CESFD1,SERVIN,TARANDACUAU GTO,,,VERONICA,450 107 2674,ESFERA #,,0171,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
CESFE1,ESFERA # 5 (8.5),436,262.93,ARTESANIAS,CESFE1,SERVIN,TARANDACUAU GTO,,,VERONICA,451 107 2674,ESFERA #,,0172,305,42.07,35,106.75,,11.35,1.82,11.1,24.26,2.78,60.14,376,113
CESFF1,ESFERA # 6 (10.5),471,284.48,ARTESANIAS,CESFF1,SERVIN,TARANDACUAU GTO,,,VERONICA,452 107 2674,ESFERA #,,0173,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
CEPCA1,ESFERA # 1 PARA COLGAR (5),274,163.79,ARTESANIAS,CEPCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,453 107 2674,ESFERA #,,0174,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
CEPCB1,ESFERA # 2 PARA COLGAR (6),309,185.34,ARTESANIAS,CEPCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,454 107 2674,ESFERA #,,0175,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
CEPCC1,ESFERA # 3 PARA COLGAR (6.5),330,198.28,ARTESANIAS,CEPCC1,SERVIN,TARANDACUAU GTO,,,VERONICA,455 107 2674,ESFERA #,,0176,230,31.72,35,80.5,,9.17,1.47,9.02,19.66,2.98,45.54,285,86
CEPCD1,ESFERA # 4 PARA COLGAR (8),394,237.07,ARTESANIAS,CEPCD1,SERVIN,TARANDACUAU GTO,,,VERONICA,456 107 2674,ESFERA #,,0177,275,37.93,35,96.25,,10.48,1.68,10.27,22.42,2.85,54.3,339,102
